0,0,59
10,27,59
20,27,59
30,27,59
40,27,59
50,27,233
60,214,233
70,214,233
80,214,348
90,214,348
100,341,348
110,341,348
120,341,478
130,341,478
140,440,478
150,440,478
160,440,577
170,537,577
180,537,577
190,537,577
200,537,577
210,537,699
220,639,699
230,639,699
240,639,787
250,721,787
260,721,787
270,721,787
280,721,787
290,721,892
300,810,892
310,810,892
320,810,1007
330,810,1007
340,877,1007
350,877,1007
360,877,1007
370,959,1077
380,959,1077
390,959,1077
400,959,1194
410,1037,1194
420,1037,1194
430,1037,1194
440,1037,1250
450,1107,1250
460,1107,1250
470,1107,1250
480,1107,1348
490,1107,1348
500,1178,1348
510,1178,1348
520,1178,1348
530,1178,1385
540,1243,1385
550,1243,1385
560,1243,1385
570,1317,1476
580,1317,1476
590,1317,1476
600,1317,1500
610,1338,1500
620,1338,1500
630,1338,1500
640,1338,1552
650,1379,1552
660,1379,1552
670,1379,1552
680,1379,1635
690,1421,1635
700,1421,1635
710,1421,1635
720,1421,1638
730,1421,1638
740,1459,1638
750,1459,1638
760,1459,1714
770,1459,1714
780,1492,1714
790,1492,1714
800,1492,1709
810,1519,1709
820,1519,1709
830,1519,1709
840,1519,1709
850,1519,1753
860,1545,1753
870,1545,1753
880,1545,1809
890,1545,1809
900,1574,1809
910,1574,1809
920,1574,1800
930,1598,1800
940,1598,1800
950,1598,1800
960,1598,1866
970,1621,1866
980,1621,1866
990,1621,1866
1000,1621,1866
1010,1621,1844
1020,1631,1844
1030,1631,1844
1040,1631,1918
1050,1649,1918
1060,1649,1918
1070,1649,1918
1080,1649,1884
1090,1668,1884
1100,1668,1884
1110,1668,1884
1120,1668,1912
1130,1686,1912
1140,1686,1912
1150,1686,1912
1160,1686,1965
1170,1698,1965
1180,1698,1965
1190,1698,1965
1200,1698,1933
1210,1713,1933
1220,1713,1933
1230,1713,1933
1240,1713,1993
1250,1713,1993
1260,1719,1993
1270,1719,1993
1280,1719,1965
1290,1719,1965
1300,1731,1965
1310,1731,1965
1320,1731,1974
1330,1731,1974
1340,1738,1974
1350,1738,1974
1360,1738,2031
1370,1738,2031
1380,1782,2031
1390,1782,2031
1400,1782,2031
1410,1756,1991
1420,1756,1991
1430,1756,1991
1440,1756,2044
1450,1766,2044
1460,1766,2044
1470,1766,2044
1480,1766,2016
1490,1766,2016
1500,1773,2016
1510,1773,2016
1520,1773,2012
1530,1771,2012
1540,1771,2012
1550,1771,2012
1560,1771,2012
1570,1781,2066
1580,1781,2066
1590,1781,2066
1600,1781,2066
1610,1789,2037
1620,1789,2037
1630,1789,2037
1640,1789,2064
1650,1798,2064
1660,1798,2064
1670,1798,2064
1680,1798,2050
1690,1798,2050
1700,1798,2050
1710,1798,2050
1720,1798,2050
1730,1792,2045
1740,1792,2045
1750,1792,2045
1760,1792,2045
1770,1809,2085
1780,1809,2085
1790,1809,2085
1800,1809,2039
1810,1809,2039
1820,1814,2039
1830,1814,2039
1840,1814,2079
1850,1814,2079
1860,1816,2079
1870,1816,2079
1880,1816,2079
1890,1816,2034
1900,1822,2034
1910,1822,2034
1920,1822,2020
1930,1818,2020
1940,1818,2020
1950,1818,2020
1960,1818,2020
1970,1818,2039
1980,1822,2039
1990,1822,2039
2000,1822,2039
2010,1837,1985
2020,1837,1985
2030,1837,1985
2040,1837,1985
2050,1837,2024
2060,1830,2024
2070,1830,2024
2080,1830,1950
2090,1836,1950
2100,1836,1950
2110,1836,1950
2120,1836,1950
2130,1836,1957
2140,1836,1957
2150,1836,1957
2160,1836,1976
2170,1836,1976
2180,1836,1976
2190,1836,1976
2200,1836,1933
2210,1842,1933
2220,1842,1933
2230,1842,1933
2240,1842,1978
2250,1846,1978
2260,1846,1978
2270,1846,1978
2280,1846,1978
2290,1846,1942
2300,1838,1942
