0,0,0
25,0,0
50,0,0
75,0,0
100,0,4
125,0,75
150,38,75
175,145,189
200,145,189
225,242,299
250,355,398
275,355,398
300,449,484
325,449,588
350,550,588
375,647,679
400,647,757
425,743,757
450,822,861
475,822,861
500,940,932
525,940,932
550,1013,1019
575,1090,1092
600,1090,1184
625,1174,1184
650,1253,1245
675,1253,1245
700,1344,1329
725,1344,1329
750,1390,1395
775,1435,1428
800,1435,1513
825,1492,1513
850,1538,1534
875,1538,1534
900,1610,1614
925,1610,1626
950,1615,1694
975,1642,1694
1000,1642,1694
1025,1649,1694
1050,1641,1770
1075,1641,1757
1100,1677,1757
1125,1677,1827
1150,1634,1823
1175,1620,1823
1200,1620,1870
1225,1600,1870
1250,1578,1865
1275,1578,1922
1300,1576,1922
1325,1508,1906
1350,1508,1954
1375,1483,1954
1400,1448,1954
1425,1448,1929
1450,1433,2002
1475,1433,1964
1500,1442,1964
1525,1405,2011
1550,1405,2001
1575,1389,2001
1600,1375,2001
1625,1375,2040
1650,1372,2006
1675,1372,2067
1700,1400,2067
1725,1371,2027
1750,1371,2069
1775,1381,2069
1800,1400,2032
1825,1400,2032
1850,1436,2073
1875,1436,2035
1900,1508,2035
1925,1509,2059
1950,1509,2006
1975,1548,2006
2000,1567,2042
2025,1567,2042
2050,1581,1974
2075,1581,1974
2100,1607,2005
2125,1586,1961
2150,1586,1979
2175,1568,1979
2200,1562,1938
2225,1562,1938
2250,1582,1980
2275,1582,1935
2300,1531,1935
2325,1520,1987
2350,1520,1945
2375,1512,1945
2400,1489,1945
2425,1489,2007
2450,1513,2011
2475,1513,1980
2500,1469,1980
2525,1452,1980
2550,1452,1998
2575,1439,1998
2600,1435,2005
2625,1435,2005
2650,1452,2048
2675,1452,2010
2700,1412,2010
2725,1427,2047
2750,1427,1996
2775,1418,1996
2800,1438,2034
2825,1438,2034
2850,1484,2032
2875,1484,1976
2900,1473,1976
2925,1500,2010
2950,1500,1970
2975,1515,1970
3000,1532,1995
3025,1532,1995
3050,1569,1956
3075,1569,1998
3100,1545,1998
3125,1546,1955
3150,1546,2009
3175,1549,2009
3200,1528,2009
3225,1528,1959
3250,1556,2021
3275,1556,1978
3300,1517,1978
3325,1504,2022
3350,1504,1986
3375,1489,1986
3400,1480,2036
3425,1480,2036
3450,1490,1990
3475,1490,1990
3500,1459,2032
3525,1464,1995
3550,1464,2030
3575,1450,2030
3600,1438,1982
3625,1438,1982
3650,1480,2023
3675,1480,1981
3700,1463,1981
3725,1471,1981
3750,1471,1973
3775,1483,1973
3800,1514,2012
3825,1514,2012
3850,1505,1966
3875,1505,2009
3900,1512,2009
3925,1517,1968
3950,1517,2012
3975,1525,2012
4000,1545,1982
4025,1545,1982
4050,1532,2017
4075,1532,1978
4100,1516,1978
4125,1520,2028
4150,1520,1982
4175,1505,1982
4200,1527,1982
4225,1527,2025
4250,1494,2026
4275,1494,1987
4300,1479,1987
4325,1474,1983
4350,1474,2024
4375,1473,2024
4400,1488,1984
4425,1488,1984
4450,1472,2016
4475,1472,1978
4500,1467,1978
4525,1471,1978
4550,1471,1971
4575,1477,1971
4600,1504,2014
4625,1504,2014
4650,1488,1978
4675,1488,2014
4700,1499,2014
4725,1501,2014
4750,1501,1974
4775,1534,1974
4800,1506,2016
4825,1506,2016
4850,1508,1984
4875,1508,2019
4900,1519,2019
4925,1504,1979
4950,1504,2022
4975,1541,2022
5000,1495,1981
5025,1495,1981
5050,1502,2020
5075,1502,1981
5100,1495,1981
5125,1520,2020
5150,1520,1975
5175,1485,1975
5200,1476,1975
5225,1476,2018
5250,1490,1979
5275,1490,2017
5300,1473,2017
5325,1509,1982
5350,1509,2016
5375,1480,2016
5400,1477,1978
5425,1477,1978
5450,1488,2023
5475,1488,1978
5500,1484,2022
5525,1521,2022
5550,1521,2022
5575,1494,2024
5600,1497,1983
5625,1497,1978
5650,1505,1978
5675,1505,2020
5700,1535,2013
5725,1354,1426
5750,1137,1481
5775,1240,1502
5800,1240,1578
5825,1287,1578
5850,1359,1587
5875,1359,1660
5900,1413,1660
5925,1413,1656
5950,1465,1656
5975,1545,1726
6000,1545,1731
6025,1554,1731
6050,1590,1792
6075,1590,1792
6100,1625,1806
6125,1631,1804
6150,1631,1804
6175,1637,1815
6200,1637,1890
6225,1624,1890
6250,1610,1860
6275,1610,1923
6300,1592,1923
6325,1582,1923
6350,1582,1928
6375,1588,1922
6400,1588,1923
6425,1543,1923
6450,1517,1975
6475,1517,1975
6500,1494,1961
6525,1494,1997
6550,1480,1997
6575,1485,2010
6600,1485,1989
6625,1443,1989
6650,1427,2025
6675,1427,1996
6700,1417,1996
6725,1417,2053
6750,1402,2053
6775,1418,1998
6800,1418,1998
6825,1378,2053
6850,1394,2053
6875,1394,2049
6900,1385,2049
6925,1385,2049
6950,1391,2021
6975,1448,2069
7000,1448,2025
7025,1456,2025
7050,1488,2065
7075,1488,2065
7100,1522,2018
7125,1522,2018
7150,1547,2052
7175,1595,2010
7200,1595,2024
7225,1583,1979
7250,1568,1979
7275,1568,2018
7300,1553,2018
7325,1553,2018
7350,1558,1959
7375,1581,1992
7400,1581,1992
7425,1535,1982
7450,1526,1982
7475,1526,1950
7500,1506,1950
7525,1494,1994
7550,1494,1959
7575,1509,1959
7600,1509,1959
7625,1468,2006
7650,1457,1971
7675,1457,2027
7700,1435,2027
7725,1442,1986
7750,1442,2026
7775,1452,2026
7800,1452,2006
7825,1424,2041
7850,1391,2041
7875,1391,2001
7900,1407,2001
7925,1436,2043
7950,1436,2001
7975,1495,2001
