0,0,0
25,0,0
50,0,0
75,0,0
100,0,0
125,19,0
150,19,31
175,155,142
200,276,142
225,276,238
250,382,339
275,382,339
300,504,423
325,620,535
350,620,535
375,730,612
400,818,725
425,818,725
450,908,798
475,908,798
500,991,873
525,1081,972
550,1081,972
575,1153,1030
600,1245,1130
625,1245,1130
650,1291,1188
675,1291,1188
700,1341,1274
725,1395,1308
750,1395,1308
775,1443,1395
800,1516,1429
825,1516,1429
850,1526,1505
875,1526,1505
900,1563,1521
925,1598,1593
950,1598,1593
975,1661,1601
1000,1653,1672
1025,1653,1672
1050,1680,1666
1075,1680,1666
1100,1703,1722
1125,1725,1726
1150,1725,1726
1175,1784,1786
1200,1760,1771
1225,1760,1771
1250,1783,1839
1275,1783,1839
1300,1799,1814
1325,1814,1872
1350,1814,1872
1375,1863,1850
1400,1839,1909
1425,1839,1909
1450,1852,1878
1475,1852,1878
1500,1860,1938
1525,1907,1943
1550,1907,1943
1575,1876,1931
1600,1889,1963
1625,1889,1963
1650,1897,1939
1675,1897,1939
1700,1895,1992
1725,1946,1949
1750,1946,1949
1775,1909,2005
1800,1916,1973
1825,1916,1973
1850,1922,2014
1875,1922,2014
1900,1964,1972
1925,1929,2039
1950,1929,2039
1975,1929,1972
2000,1933,2029
2025,1933,2029
2050,1936,2009
2075,1936,2009
2100,1978,2031
2125,1946,1995
2150,1946,1995
2175,1947,2049
2200,1944,1999
2225,1944,1999
2250,1991,2041
2275,1991,2041
2300,1959,2020
2325,1946,2040
2350,1946,2040
2375,1950,2004
2400,1957,2055
2425,1957,2055
2450,2006,1996
2475,2006,1996
2500,1959,2033
2525,1957,1987
2550,1957,1987
2575,1967,2015
2600,2007,1967
2625,2007,1967
2650,1962,2007
2675,1962,2007
2700,1975,1956
2725,1962,1993
2750,1962,1993
2775,1973,1973
2800,2009,1995
2825,2009,1995
2850,1971,1967
2875,1971,1967
2900,1968,2017
2925,1972,1971
2950,1972,1971
2975,1974,2020
3000,1998,1993
3025,1998,1993
3050,1969,2026
3075,1969,2026
3100,1970,1984
3125,1964,2045
3150,1964,2045
3175,2004,1989
3200,1971,2026
3225,1971,2026
3250,1960,1993
3275,1960,1993
3300,1961,2020
3325,1954,1973
3350,1954,1973
3375,2002,2022
3400,1959,1965
3425,1959,1965
3450,1960,1999
3475,1960,1999
3500,1958,1981
3525,1999,1998
3550,1962,1998
3575,1962,1971
3600,1964,2016
3625,1964,2016
3650,1951,1980
3675,1962,1980
3700,1962,2011
